fecha_vacunacion,DOSIS,cuenta
2022-01-14,2,47103
2022-01-14,3,159486
2022-01-14,4,10
2022-01-14,5,1
2022-01-15,1,17209
2022-01-15,2,36032
2022-01-15,3,167145
2022-01-15,4,3
2022-01-16,1,10794
2022-01-16,2,24648
2022-01-16,3,94428
2022-01-16,4,3
2022-01-17,1,19432
2022-01-17,2,40862
2022-01-17,3,120718
2022-01-17,4,4
2022-01-18,1,15719
2022-01-18,2,36221
2022-01-18,3,113349
2022-01-18,4,3
2022-01-19,1,15847
2022-01-19,2,35384
2022-01-19,3,109190
2022-01-19,4,5
2022-01-20,1,14368
2022-01-20,2,32356
2022-01-20,3,95248
2022-01-20,4,4
2022-01-21,1,13329
2022-01-21,2,29391
2022-01-21,3,92833
2022-01-21,4,2
2022-01-22,1,12305
2022-01-22,2,23598
2022-01-22,3,104461
2022-01-22,4,1
2022-01-23,1,9576
2022-01-23,2,19049
2022-01-23,3,79056
2022-01-23,4,5
2022-01-24,1,13581
2022-01-24,2,27815
2022-01-24,3,82185
2022-01-24,4,5
2022-01-25,1,12362
2022-01-25,2,26032
2022-01-25,3,80633
2022-01-25,4,6
2022-01-25,5,1
2022-01-26,1,11477
2022-01-26,2,26240
2022-01-26,3,76452
2022-01-26,4,2
2022-01-27,1,11450
2022-01-27,2,25547
2022-01-27,3,74728
2022-01-27,4,4
2022-01-28,1,10444
2022-01-28,2,23667
2022-01-28,3,71525
2022-01-28,4,1
2022-01-29,1,9957
2022-01-29,2,21749
2022-01-29,3,84470
2022-01-29,4,4
2022-01-29,5,1
2022-01-30,1,7422
2022-01-30,2,15425
2022-01-30,3,67652
2022-01-30,4,5
2022-01-31,1,10645
2022-01-31,2,22936
2022-01-31,3,74435
2022-01-31,4,3
2022-02-01,1,10189
2022-02-01,2,21080
2022-02-01,3,76610
2022-02-01,4,6
2022-02-02,1,9856
2022-02-02,2,20746
2022-02-02,3,71671
2022-02-02,4,6
2022-02-02,5,1
2022-02-03,1,9480
2022-02-03,2,19251
2022-02-03,3,65977
2022-02-03,4,2
2022-02-04,1,8139
2022-02-04,2,17133
2022-02-04,3,60099
2022-02-04,4,5
2022-02-05,1,6833
2022-02-05,2,13536
2022-02-05,3,62956
2022-02-05,4,7
2022-02-06,1,2945
2022-02-06,2,6159
2022-02-06,3,30403
2022-02-06,4,2
